INN00001,2,0,1,2,Meal Plan 1,Room_Type 1,224,10/2/2017,Offline,65,Not_Canceled
INN00002,2,0,2,3,Not Selected,Room_Type 1,5,11/6/2018,Online,106.68,Not_Canceled
INN00003,1,0,2,1,Meal Plan 1,Room_Type 1,1,2/28/2018,Online,60,Canceled
INN00004,2,0,0,2,Meal Plan 1,Room_Type 1,211,5/20/2018,Online,100,Canceled
INN00005,2,0,1,1,Not Selected,Room_Type 1,48,4/11/2018,Online,94.5,Canceled
INN00006,2,0,0,2,Meal Plan 2,Room_Type 1,346,9/13/2018,Online,115,Canceled
INN00007,2,0,1,3,Meal Plan 1,Room_Type 1,34,10/15/2017,Online,107.55,Not_Canceled
INN00008,2,0,1,3,Meal Plan 1,Room_Type 4,83,12/26/2018,Online,105.61,Not_Canceled
INN00009,3,0,0,4,Meal Plan 1,Room_Type 1,121,7/6/2018,Offline,96.9,Not_Canceled
INN00010,2,0,0,5,Meal Plan 1,Room_Type 4,44,10/18/2018,Online,133.44,Not_Canceled
INN00011,1,0,1,0,Not Selected,Room_Type 1,0,9/11/2018,Online,85.03,Not_Canceled
INN00012,1,0,2,1,Meal Plan 1,Room_Type 4,35,4/30/2018,Online,140.4,Not_Canceled
INN00013,2,0,2,1,Not Selected,Room_Type 1,30,11/26/2018,Online,88,Canceled
INN00014,1,0,2,0,Meal Plan 1,Room_Type 1,95,11/20/2018,Online,90,Canceled
INN00015,2,0,0,2,Meal Plan 1,Room_Type 1,47,10/20/2017,Online,94.5,Not_Canceled
INN00016,2,0,0,2,Meal Plan 2,Room_Type 1,256,6/15/2018,Online,115,Canceled
INN00017,1,0,1,0,Meal Plan 1,Room_Type 1,0,10/5/2017,Offline,96,Not_Canceled
INN00018,2,0,1,3,Not Selected,Room_Type 1,1,8/10/2017,Online,96,Not_Canceled
INN00019,2,0,2,2,Meal Plan 1,Room_Type 1,99,10/30/2017,Online,65,Canceled
INN00020,2,0,1,0,Meal Plan 1,Room_Type 1,12,10/4/2017,Offline,72,Not_Canceled
INN00021,2,0,2,2,Meal Plan 1,Room_Type 1,99,10/30/2017,Online,65,Canceled
INN00022,1,0,0,1,Meal Plan 1,Room_Type 1,122,11/25/2018,Corporate,67,Not_Canceled
INN00023,2,0,2,4,Meal Plan 1,Room_Type 1,2,3/20/2018,Offline,85,Not_Canceled
INN00024,2,0,0,3,Meal Plan 1,Room_Type 1,37,10/13/2018,Offline,105,Not_Canceled
INN00025,2,0,2,1,Not Selected,Room_Type 1,130,5/22/2018,Online,94.5,Not_Canceled
INN00026,2,0,0,2,Meal Plan 1,Room_Type 1,99,4/28/2018,Online,114.3,Not_Canceled
INN00027,2,0,1,1,Meal Plan 1,Room_Type 1,60,9/21/2017,Offline,65,Not_Canceled
INN00028,1,0,0,2,Meal Plan 1,Room_Type 4,2,5/19/2018,Aviation,110,Canceled
INN00029,1,0,1,2,Meal Plan 1,Room_Type 1,37,11/6/2017,Online,37.33,Canceled
INN00030,2,0,0,2,Meal Plan 2,Room_Type 1,56,9/17/2017,Offline,82,Not_Canceled
INN00031,2,0,1,1,Meal Plan 1,Room_Type 4,3,9/19/2017,Online,177.5,Not_Canceled
INN00032,2,0,2,2,Meal Plan 1,Room_Type 1,107,11/13/2018,Online,87.5,Not_Canceled
INN00033,0,2,0,3,Meal Plan 1,Room_Type 2,56,12/7/2018,Online,82.44,Not_Canceled
INN00034,2,0,0,1,Not Selected,Room_Type 1,2,1/9/2018,Online,69.5,Not_Canceled
INN00035,2,0,0,2,Meal Plan 1,Room_Type 1,72,10/7/2018,Offline,85.5,Not_Canceled
INN00036,2,0,0,1,Not Selected,Room_Type 1,23,4/27/2018,Online,115,Not_Canceled
INN00037,1,0,2,1,Meal Plan 1,Room_Type 1,34,6/19/2018,Online,81,Canceled
INN00038,2,0,0,1,Meal Plan 1,Room_Type 1,289,10/17/2017,Offline,67,Not_Canceled
INN00039,2,0,2,3,Not Selected,Room_Type 1,247,11/19/2018,Online,63.75,Canceled
INN00040,2,0,2,1,Meal Plan 1,Room_Type 4,186,7/30/2018,Online,121.8,Canceled
INN00041,2,0,0,4,Meal Plan 1,Room_Type 1,64,11/1/2018,Online,93.6,Not_Canceled
INN00042,2,0,0,2,Meal Plan 1,Room_Type 1,35,6/21/2018,Online,102,Not_Canceled
INN00043,3,0,2,1,Meal Plan 1,Room_Type 1,96,4/10/2018,Online,121.8,Not_Canceled
INN00044,2,0,1,1,Not Selected,Room_Type 1,41,6/27/2018,Online,98.1,Canceled
INN00045,2,0,0,4,Meal Plan 1,Room_Type 4,55,11/18/2017,Offline,60,Not_Canceled
INN00046,2,0,0,3,Meal Plan 1,Room_Type 1,146,12/29/2017,Offline,75,Not_Canceled
INN00047,1,0,0,2,Meal Plan 1,Room_Type 1,32,11/20/2017,Offline,73,Not_Canceled
INN00048,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,Offline,104,Not_Canceled
INN00049,2,0,0,4,Not Selected,Room_Type 1,57,11/1/2018,Online,79.2,Not_Canceled
INN00050,1,0,1,3,Meal Plan 1,Room_Type 4,7,12/29/2018,Online,125.8,Not_Canceled
INN00051,1,0,2,5,Not Selected,Room_Type 1,124,5/30/2018,Online,87.95,Not_Canceled
INN00052,2,0,2,2,Meal Plan 2,Room_Type 1,169,4/22/2018,Online,106,Canceled
INN00053,1,0,1,2,Meal Plan 1,Room_Type 1,6,5/16/2018,Online,136.67,Not_Canceled
INN00054,2,0,0,4,Meal Plan 1,Room_Type 4,51,11/11/2017,Offline,60,Not_Canceled
INN00055,2,0,1,0,Not Selected,Room_Type 1,13,6/13/2018,Online,89,Not_Canceled
INN00056,2,0,1,3,Meal Plan 1,Room_Type 1,100,5/19/2018,Online,136,Not_Canceled
INN00057,2,0,0,1,Not Selected,Room_Type 1,139,7/28/2018,Online,94.5,Not_Canceled
INN00058,2,0,1,2,Meal Plan 1,Room_Type 1,117,12/26/2018,Online,93.6,Not_Canceled
INN00059,2,0,1,4,Meal Plan 1,Room_Type 4,39,4/20/2018,Online,120.6,Canceled
INN00060,2,0,0,3,Meal Plan 1,Room_Type 4,86,4/6/2018,Online,99.3,Not_Canceled
INN00061,2,2,0,1,Meal Plan 1,Room_Type 6,2,9/2/2018,Online,258,Not_Canceled
INN00062,1,0,0,3,Meal Plan 1,Room_Type 4,19,5/3/2018,Online,120.12,Not_Canceled
INN00063,1,0,0,2,Meal Plan 1,Room_Type 1,192,6/24/2018,Offline,95,Not_Canceled
INN00064,1,0,0,1,Meal Plan 1,Room_Type 1,2,9/10/2017,Complementary,0,Not_Canceled
INN00065,2,0,2,1,Meal Plan 1,Room_Type 1,86,12/18/2018,Offline,75,Not_Canceled
INN00066,2,0,0,3,Meal Plan 1,Room_Type 4,30,10/5/2018,Online,157.5,Not_Canceled
INN00067,2,0,0,2,Meal Plan 1,Room_Type 4,179,6/3/2018,Online,97.7,Not_Canceled
INN00068,2,0,0,2,Meal Plan 1,Room_Type 4,26,4/15/2018,Online,142,Canceled
INN00069,2,0,0,1,Meal Plan 1,Room_Type 1,55,4/6/2018,Offline,80,Not_Canceled
INN00070,2,0,1,2,Meal Plan 1,Room_Type 1,74,4/25/2018,Online,85.5,Not_Canceled
INN00071,2,0,0,3,Meal Plan 1,Room_Type 1,143,8/25/2018,Offline,100,Not_Canceled
INN00072,2,0,1,0,Not Selected,Room_Type 1,34,11/14/2018,Online,88,Not_Canceled
INN00073,2,0,1,1,Meal Plan 1,Room_Type 1,30,8/29/2018,Online,122.85,Not_Canceled
INN00074,2,0,0,2,Meal Plan 1,Room_Type 1,177,6/3/2018,Online,100,Canceled
INN00075,2,0,2,3,Meal Plan 1,Room_Type 4,34,10/25/2017,Offline,75,Not_Canceled
INN00076,2,0,1,4,Meal Plan 1,Room_Type 4,18,3/9/2018,Online,116.8,Not_Canceled
INN00077,3,0,1,1,Meal Plan 1,Room_Type 4,267,12/31/2018,Online,121.5,Not_Canceled
INN00078,2,0,1,2,Meal Plan 1,Room_Type 1,64,6/27/2018,Online,111.9,Not_Canceled
INN00079,3,0,2,5,Meal Plan 1,Room_Type 4,155,6/28/2018,Online,121.55,Canceled
INN00080,2,0,0,5,Meal Plan 1,Room_Type 1,46,3/29/2018,Offline,75,Not_Canceled
INN00081,2,2,0,2,Meal Plan 1,Room_Type 6,83,4/1/2018,Online,159.3,Canceled
INN00082,2,0,0,5,Meal Plan 1,Room_Type 4,128,10/11/2018,Online,132.3,Canceled
INN00083,2,0,2,0,Not Selected,Room_Type 1,20,12/25/2018,Online,88,Not_Canceled
INN00084,2,0,1,4,Meal Plan 1,Room_Type 4,40,3/14/2018,Online,98.82,Not_Canceled
INN00085,2,0,1,2,Meal Plan 1,Room_Type 4,46,3/4/2018,Online,98.3,Not_Canceled
INN00086,1,0,1,0,Meal Plan 1,Room_Type 1,1,10/17/2018,Online,150,Not_Canceled
INN00087,2,0,2,3,Not Selected,Room_Type 1,196,9/4/2018,Online,96.05,Not_Canceled
INN00088,1,0,0,2,Meal Plan 1,Room_Type 1,188,6/15/2018,Online,130,Canceled
INN00089,2,0,0,1,Not Selected,Room_Type 1,17,12/10/2018,Online,95,Not_Canceled
INN00090,2,0,0,3,Meal Plan 1,Room_Type 5,146,8/9/2018,Offline,113.56,Not_Canceled
INN00091,2,0,1,3,Not Selected,Room_Type 1,110,5/5/2018,Online,101.58,Not_Canceled
INN00092,2,0,1,2,Meal Plan 1,Room_Type 1,68,3/18/2018,Online,105.3,Not_Canceled
INN00093,2,0,2,1,Meal Plan 1,Room_Type 4,73,4/9/2018,Online,115.8,Not_Canceled
INN00094,2,0,0,1,Meal Plan 1,Room_Type 4,92,5/19/2018,Online,149.4,Not_Canceled
INN00095,2,0,2,5,Meal Plan 1,Room_Type 1,171,8/30/2018,Online,111.59,Canceled
INN00096,2,1,0,2,Meal Plan 1,Room_Type 1,134,8/4/2018,Online,130.5,Not_Canceled
INN00097,2,0,0,2,Meal Plan 2,Room_Type 1,320,8/18/2018,Online,115,Canceled
INN00098,2,0,0,4,Meal Plan 1,Room_Type 1,118,4/13/2018,Online,90.95,Not_Canceled
INN00099,2,0,0,3,Meal Plan 1,Room_Type 1,30,11/17/2018,Online,76.08,Not_Canceled
INN00100,2,2,1,3,Meal Plan 1,Room_Type 6,30,12/22/2018,Online,156.9,Not_Canceled
INN00101,2,0,1,0,Not Selected,Room_Type 1,189,10/23/2018,Online,85.5,Not_Canceled
INN00102,3,0,1,2,Meal Plan 1,Room_Type 4,55,5/13/2018,Online,159.3,Not_Canceled
INN00103,1,0,0,4,Meal Plan 1,Room_Type 1,55,12/13/2018,Online,74.8,Not_Canceled
INN00104,2,0,0,1,Meal Plan 1,Room_Type 1,16,10/31/2017,Online,95,Not_Canceled
INN00105,2,0,0,3,Meal Plan 1,Room_Type 1,24,10/8/2017,Online,107,Not_Canceled
INN00106,2,0,0,3,Meal Plan 1,Room_Type 1,8,2/16/2018,Offline,64,Not_Canceled
INN00107,2,0,1,4,Meal Plan 1,Room_Type 1,10,11/2/2017,Online,82.95,Not_Canceled
INN00108,2,0,1,3,Meal Plan 1,Room_Type 4,0,9/21/2017,Online,155,Not_Canceled
INN00109,2,0,0,1,Not Selected,Room_Type 1,12,6/30/2018,Online,101.68,Not_Canceled
INN00110,2,0,2,1,Meal Plan 1,Room_Type 1,32,9/5/2017,Online,94.5,Not_Canceled
INN00111,2,0,0,2,Meal Plan 1,Room_Type 1,182,9/30/2018,Online,117.9,Canceled
INN00112,2,0,1,0,Not Selected,Room_Type 1,1,6/27/2018,Online,127,Not_Canceled
INN00113,2,0,0,3,Not Selected,Room_Type 1,122,6/16/2018,Online,116.1,Not_Canceled
INN00114,2,0,2,3,Meal Plan 1,Room_Type 1,40,6/30/2018,Online,117.9,Not_Canceled
INN00115,2,2,2,2,Meal Plan 1,Room_Type 2,116,6/26/2018,Online,184.24,Canceled
INN00116,3,0,2,2,Meal Plan 1,Room_Type 4,123,8/13/2018,Online,155.7,Not_Canceled
INN00117,3,0,2,5,Meal Plan 1,Room_Type 4,40,4/22/2018,Online,135.76,Canceled
INN00118,2,1,2,5,Meal Plan 1,Room_Type 1,105,11/12/2018,Online,102.83,Not_Canceled
INN00119,2,0,0,1,Meal Plan 1,Room_Type 1,443,4/29/2018,Online,65,Canceled
INN00120,2,0,2,3,Meal Plan 1,Room_Type 1,2,11/14/2017,Online,103,Not_Canceled
INN00121,2,0,0,3,Meal Plan 1,Room_Type 1,317,9/1/2018,Online,106.2,Canceled
INN00122,2,0,0,2,Meal Plan 2,Room_Type 1,286,9/16/2018,Offline,58.5,Not_Canceled
INN00123,2,0,1,3,Meal Plan 1,Room_Type 1,68,3/10/2018,Online,73.95,Canceled
INN00124,2,0,0,3,Meal Plan 1,Room_Type 1,148,5/5/2018,Online,105.3,Not_Canceled
INN00125,3,0,2,0,Meal Plan 1,Room_Type 4,68,4/24/2018,Online,133.2,Not_Canceled
INN00126,2,0,0,2,Meal Plan 1,Room_Type 1,30,3/30/2018,Offline,85.5,Not_Canceled
INN00127,1,0,0,1,Meal Plan 1,Room_Type 1,14,11/3/2018,Online,112,Canceled
INN00128,2,2,0,2,Meal Plan 1,Room_Type 6,110,10/14/2018,Online,190.8,Canceled
INN00129,1,0,2,3,Meal Plan 1,Room_Type 1,117,6/5/2018,Offline,110,Not_Canceled
INN00130,2,0,1,4,Meal Plan 1,Room_Type 4,85,7/13/2018,Online,91.48,Not_Canceled
INN00131,2,0,0,2,Not Selected,Room_Type 1,1,10/20/2018,Online,135,Not_Canceled
INN00132,1,0,1,2,Meal Plan 1,Room_Type 1,25,10/17/2018,Online,129,Not_Canceled
INN00133,2,0,2,4,Not Selected,Room_Type 1,289,12/28/2018,Online,70.55,Canceled
INN00134,2,0,1,4,Meal Plan 1,Room_Type 4,28,10/19/2017,Offline,75,Not_Canceled
INN00135,1,0,0,4,Not Selected,Room_Type 1,80,3/29/2018,Online,72.25,Not_Canceled
INN00136,2,0,0,1,Meal Plan 1,Room_Type 4,11,10/9/2017,Online,155,Not_Canceled
INN00137,2,1,1,0,Meal Plan 1,Room_Type 1,162,7/25/2018,Online,121.5,Canceled
INN00138,2,0,2,5,Meal Plan 1,Room_Type 1,155,6/28/2018,Online,90.95,Not_Canceled
INN00139,1,0,2,2,Meal Plan 1,Room_Type 1,82,5/22/2018,Online,109.65,Not_Canceled
INN00140,3,0,2,4,Meal Plan 1,Room_Type 4,27,4/15/2018,Online,142.72,Canceled
INN00141,1,0,1,2,Meal Plan 1,Room_Type 1,13,5/9/2018,Offline,90,Not_Canceled
INN00142,2,0,0,2,Meal Plan 1,Room_Type 1,245,6/17/2018,Online,75,Canceled
INN00143,2,0,0,2,Meal Plan 1,Room_Type 1,11,11/18/2018,Online,111,Canceled
INN00144,2,0,2,2,Meal Plan 1,Room_Type 1,266,10/30/2018,Online,86.7,Not_Canceled
INN00145,2,0,1,0,Meal Plan 1,Room_Type 1,39,3/28/2018,Online,117.9,Not_Canceled
INN00146,1,0,0,2,Meal Plan 1,Room_Type 1,13,6/1/2018,Complementary,0,Not_Canceled
INN00147,2,0,0,4,Not Selected,Room_Type 1,112,5/4/2018,Online,101.58,Not_Canceled
INN00148,2,0,1,2,Not Selected,Room_Type 1,88,4/8/2018,Online,58.9,Not_Canceled
INN00149,2,0,0,1,Meal Plan 1,Room_Type 1,56,6/8/2018,Offline,120,Not_Canceled
INN00150,2,0,2,3,Meal Plan 1,Room_Type 4,73,4/7/2018,Online,107.1,Canceled
INN00151,2,0,1,1,Meal Plan 1,Room_Type 1,80,5/2/2018,Online,126.9,Not_Canceled
INN00152,2,0,0,3,Meal Plan 1,Room_Type 4,130,9/29/2018,Online,139.5,Canceled
INN00153,2,0,1,3,Not Selected,Room_Type 1,69,4/4/2018,Online,80.75,Not_Canceled
INN00154,2,0,0,2,Meal Plan 2,Room_Type 1,273,7/17/2017,Online,109,Canceled
INN00155,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,Offline,104,Not_Canceled
INN00156,1,0,0,3,Meal Plan 1,Room_Type 1,4,11/1/2018,Corporate,65,Not_Canceled
INN00157,2,0,0,3,Meal Plan 1,Room_Type 4,97,5/24/2018,Online,140.4,Not_Canceled
INN00158,2,0,0,3,Meal Plan 1,Room_Type 1,44,2/17/2018,Offline,75,Not_Canceled
INN00159,2,0,0,1,Not Selected,Room_Type 1,31,4/14/2018,Online,94.5,Canceled
INN00160,2,0,1,0,Not Selected,Room_Type 1,0,6/5/2018,Online,109,Not_Canceled
INN00161,2,0,2,2,Meal Plan 1,Room_Type 1,62,11/12/2018,Online,105,Not_Canceled
INN00162,2,0,2,2,Meal Plan 1,Room_Type 4,86,4/17/2018,Online,107.95,Not_Canceled
INN00163,3,0,2,2,Meal Plan 1,Room_Type 7,3,10/7/2018,Online,215.6,Not_Canceled
INN00164,2,0,1,1,Not Selected,Room_Type 1,197,8/1/2018,Online,85.5,Not_Canceled
INN00165,2,0,0,2,Meal Plan 1,Room_Type 1,143,7/12/2018,Online,105.3,Not_Canceled
INN00166,1,0,2,1,Meal Plan 2,Room_Type 1,23,1/2/2018,Online,1,Not_Canceled
INN00167,2,0,0,2,Meal Plan 1,Room_Type 4,8,6/15/2018,Online,156,Canceled
INN00168,1,0,0,2,Meal Plan 1,Room_Type 1,13,11/16/2018,Online,73.15,Not_Canceled
INN00169,2,0,1,2,Meal Plan 1,Room_Type 1,280,9/19/2018,Online,110,Canceled
INN00170,2,1,1,0,Not Selected,Room_Type 1,11,9/13/2017,Online,87.4,Not_Canceled
INN00171,2,0,0,2,Meal Plan 1,Room_Type 1,317,9/15/2018,Online,120,Canceled
INN00172,2,0,1,2,Not Selected,Room_Type 1,185,12/16/2018,Online,79.2,Canceled
INN00173,2,0,1,3,Meal Plan 1,Room_Type 1,160,6/30/2018,Online,90.95,Not_Canceled
INN00174,2,0,0,4,Meal Plan 1,Room_Type 1,104,10/18/2018,Online,91.48,Not_Canceled
INN00175,2,1,0,1,Meal Plan 1,Room_Type 1,11,11/5/2018,Online,150,Canceled
INN00176,2,0,0,1,Not Selected,Room_Type 1,2,3/22/2018,Online,89,Not_Canceled
INN00177,2,0,1,4,Not Selected,Room_Type 1,14,8/17/2018,Online,91.43,Not_Canceled
INN00178,2,0,0,2,Meal Plan 1,Room_Type 1,22,5/20/2018,Offline,140,Not_Canceled
INN00179,1,1,2,5,Not Selected,Room_Type 1,37,10/24/2017,Online,87.78,Not_Canceled
INN00180,2,0,0,2,Meal Plan 2,Room_Type 1,292,7/21/2018,Online,115,Canceled
INN00181,2,0,0,3,Meal Plan 1,Room_Type 1,11,9/9/2017,Online,80.85,Not_Canceled
INN00182,2,0,1,3,Meal Plan 1,Room_Type 1,86,3/31/2018,Online,82.45,Not_Canceled
INN00183,2,0,0,1,Not Selected,Room_Type 1,109,10/11/2018,Online,108,Canceled
INN00184,2,0,1,1,Meal Plan 1,Room_Type 4,72,4/2/2018,Online,96.3,Not_Canceled
INN00185,2,0,1,5,Meal Plan 1,Room_Type 1,196,8/22/2018,Online,99.45,Canceled
INN00186,2,0,0,2,Meal Plan 1,Room_Type 4,56,5/13/2018,Online,140.4,Not_Canceled
INN00187,2,0,1,3,Meal Plan 1,Room_Type 1,189,8/8/2018,Offline,72.25,Not_Canceled
INN00188,2,0,1,4,Meal Plan 1,Room_Type 4,126,8/15/2018,Online,126,Not_Canceled
INN00189,2,0,2,3,Meal Plan 1,Room_Type 1,303,8/19/2018,Online,78,Canceled
INN00190,1,0,2,2,Meal Plan 1,Room_Type 4,81,11/6/2018,Online,146.6,Not_Canceled
INN00191,2,0,1,2,Meal Plan 1,Room_Type 1,54,10/10/2018,Online,118.8,Canceled
INN00192,1,0,0,1,Meal Plan 1,Room_Type 1,15,10/6/2018,Online,145,Canceled
INN00193,2,0,0,4,Meal Plan 1,Room_Type 1,86,4/6/2018,Online,84.58,Canceled
INN00194,2,0,1,2,Meal Plan 2,Room_Type 1,161,3/25/2018,Online,130,Canceled
INN00195,2,0,4,10,Meal Plan 1,Room_Type 4,147,8/3/2018,Online,118.88,Canceled
INN00196,2,0,1,2,Meal Plan 1,Room_Type 1,92,5/30/2018,Offline,101.52,Not_Canceled
INN00197,2,0,0,1,Meal Plan 1,Room_Type 1,87,9/11/2017,Corporate,100,Canceled
INN00198,2,0,2,1,Meal Plan 1,Room_Type 1,109,3/20/2018,Offline,58,Not_Canceled
INN00199,2,0,0,4,Meal Plan 1,Room_Type 1,127,3/23/2018,Offline,61.5,Not_Canceled
INN00200,2,0,1,2,Meal Plan 2,Room_Type 1,418,9/26/2018,Online,107,Canceled
INN00201,2,0,1,4,Not Selected,Room_Type 1,156,8/24/2018,Online,87.3,Not_Canceled
INN00202,2,0,0,2,Meal Plan 1,Room_Type 1,80,7/16/2017,Online,76.5,Canceled
INN00203,2,0,2,2,Not Selected,Room_Type 1,211,12/16/2018,Online,63.75,Canceled
INN00204,2,0,1,2,Meal Plan 1,Room_Type 1,273,5/13/2018,Online,95,Canceled
INN00205,2,0,2,1,Meal Plan 1,Room_Type 1,58,11/19/2018,Offline,75,Not_Canceled
INN00206,2,0,0,3,Meal Plan 1,Room_Type 1,433,9/8/2018,Online,70,Canceled
INN00207,2,0,1,3,Meal Plan 1,Room_Type 1,111,5/2/2018,Online,101.58,Not_Canceled
INN00208,2,0,2,3,Meal Plan 1,Room_Type 1,34,8/21/2018,Offline,85,Not_Canceled
INN00209,2,0,2,4,Meal Plan 1,Room_Type 1,17,12/3/2018,Online,98.39,Not_Canceled
INN00210,1,0,0,0,Meal Plan 1,Room_Type 1,4,2/27/2018,Complementary,0,Not_Canceled
INN00211,2,0,0,3,Meal Plan 1,Room_Type 1,6,9/22/2017,Online,106.07,Not_Canceled
INN00212,2,0,1,1,Meal Plan 1,Room_Type 1,32,7/18/2018,Offline,105,Not_Canceled
INN00213,2,0,0,1,Meal Plan 1,Room_Type 1,4,9/22/2017,Online,145,Not_Canceled
INN00214,3,0,2,1,Meal Plan 1,Room_Type 1,195,8/13/2018,Online,106.03,Canceled
INN00215,2,0,2,2,Meal Plan 1,Room_Type 1,119,8/13/2018,Online,114.3,Not_Canceled
INN00216,1,0,1,1,Not Selected,Room_Type 1,13,12/5/2018,Online,88,Not_Canceled
INN00217,2,0,0,2,Meal Plan 1,Room_Type 1,59,10/15/2017,Online,89.25,Not_Canceled
INN00218,2,1,2,5,Meal Plan 1,Room_Type 4,78,3/20/2018,Online,86.32,Not_Canceled
INN00219,2,0,0,3,Meal Plan 1,Room_Type 1,335,10/13/2018,Offline,90,Not_Canceled
INN00220,2,0,2,5,Meal Plan 1,Room_Type 1,103,8/22/2017,Online,55.96,Not_Canceled
INN00221,1,0,0,2,Not Selected,Room_Type 1,0,6/8/2018,Online,109,Not_Canceled
INN00222,2,0,0,1,Meal Plan 1,Room_Type 1,118,3/1/2018,Offline,86,Not_Canceled
INN00223,2,0,1,5,Meal Plan 1,Room_Type 1,56,9/5/2018,Online,118.95,Not_Canceled
INN00224,2,0,0,2,Meal Plan 1,Room_Type 1,107,6/10/2018,Offline,130,Not_Canceled
INN00225,2,0,1,3,Not Selected,Room_Type 1,70,4/14/2018,Online,90.56,Not_Canceled
INN00226,2,0,0,2,Meal Plan 1,Room_Type 1,76,4/1/2018,Online,87.3,Not_Canceled
INN00227,2,2,2,2,Meal Plan 1,Room_Type 6,144,5/27/2018,Online,177.65,Canceled
INN00228,1,2,2,2,Meal Plan 1,Room_Type 6,4,9/19/2017,Online,200.75,Not_Canceled
INN00229,2,1,0,2,Meal Plan 1,Room_Type 1,15,3/18/2018,Online,127,Not_Canceled
INN00230,1,0,1,2,Meal Plan 1,Room_Type 1,32,2/5/2018,Online,72.9,Canceled
INN00231,3,0,1,1,Meal Plan 1,Room_Type 4,49,5/7/2018,Online,159.3,Canceled
INN00232,2,1,1,3,Meal Plan 1,Room_Type 1,77,5/12/2018,Online,135.15,Not_Canceled
INN00233,1,0,0,2,Meal Plan 1,Room_Type 1,22,10/28/2018,Offline,90,Not_Canceled
